0,0.736650395
0,0.708792619
0,0.662247243
0,0.819475334
0,0.690513793
0,0.716954455
0,0.615406843
0,0.766208066
0,0.615788064
0,0.845282847
0,0.586389685
0,0.744343276
0,0.695147146
0,0.671310186
0,0.608984500
0,0.735371472
0,0.791883671
0,0.716954117
0,0.701126327
0,0.681069588
0,0.672823975
0,0.592572836
0,0.678087236
0,0.591378351
0,0.617196391
0,0.634017917
0,0.734057350
0,0.691390382
0,0.671694160
0,0.666209860
0,0.628883570
0,0.618375417
0,0.603544540
0,0.934777946
0,0.770959249
0,0.704064968
0,0.652971229
0,0.617301723
0,0.782869930
0,0.774025736
0,0.668370337
0,0.656087183
0,0.628576028
0,0.705519495
0,0.600517852
0,0.702775985
0,0.578275269
0,0.753119942
0,0.702222744
0,0.641964625
0,0.625388339
0,0.621142248
0,0.601304433
0,0.592369685
0,0.577319383
0,0.693451364
0,0.652482514
0,0.605411642
0,0.585198502
0,0.582394500
0,0.752896676
0,0.637355545
0,0.821235337
0,0.735027903
0,0.710207712
0,0.696954033
0,0.665338311
0,0.638192636
0,0.621619815
0,0.611485575
0,0.593897339
0,0.583695594
0,0.629559062
0,0.602628607
0,0.890216379
0,0.731204244
0,0.729156862
0,0.704881389
0,0.662822523
0,0.673719919
0,0.625230085
0,0.665386512
0,0.846697079
0,0.820789365
0,0.617187435
0,0.623015652
0,0.877985505
0,0.795253421
0,0.763601277
0,0.847094172
0,0.747401490
0,0.805391311
0,0.788568471
0,0.751624568
0,0.723122767
0,0.680612438
0,0.902719912
0,0.686262928
0,0.843810784
0,0.754962051
0,0.680230609
0,0.664491147
0,0.732951040
0,0.669025458
0,0.644212210
0,0.647819487
0,0.639681657
0,0.603970727
0,0.629513744
0,0.619187703
0,0.610903880
0,0.846733253
0,0.664368457
0,0.621126987
0,0.574528296
0,0.899096116
0,0.835225665
0,0.693064219
0,0.636041997
0,0.681101177
0,0.641095861
0,0.613287106
0,0.586436754
0,0.626159785
0,0.602775214
0,0.613816062
0,0.612369322
0,0.578098618
0,0.574463778
0,0.922345483
0,0.679029220
0,0.721693981
0,0.713819457
0,0.669335544
0,0.648978859
0,0.653356385
0,0.617099443
0,0.575184634
0,0.776505865
0,0.637461949
0,0.580474793
0,0.574570840
0,0.829176446
0,0.645617446
0,0.637105159
0,0.617986671
0,0.651738694
0,0.599667965
0,0.582438047
0,0.579406626
0,0.736435959
0,0.678989155
0,0.674389881
0,0.614760017
0,0.832280355
0,0.818506974
0,0.658489403
0,0.631171255
0,0.611983902
0,0.981795378
0,0.871190512
0,0.689105271
