131,None,138.4754244,50.1395894,-311.3558523,16.184661410,-1
131,None,116.4755427,-19.95043225,-198.9967643,4.536882084,-1
143,None,29.43814722,63.4969422,-196.6709143,5.209168076,-1
143,None,-100.5097932,29.32101972,-97.17804233,5.062185148,-1
143,None,-119.2839541,-23.22368795,-110.8177161,8.679781517,-1
143,None,-89.66859279,34.29905922,-128.5602482,23.483745450,-1
143,None,-75.73296957,35.285004,-185.380144,4.181187701,-1
143,None,-126.1625656,-0.397681495,-213.3227087,4.762202969,-1
145,None,58.51266333,75.79401283,-279.2924241,15.992350310,-1
196,None,95.99267245,75.81091807,-193.0071743,4.143870035,-1
198,None,-27.09350963,30.33615286,-73.99322368,3.813182598,-1
199,None,-107.4682246,-16.00795837,-124.3814417,3.851212212,-1
220,None,-60.85305037,-38.91766158,-205.682724,4.672156227,-1
222,None,70.09772041,-23.4790975,-142.6707459,4.216156288,-1
225,None,56.00355828,-42.3898391,-97.24818247,8.811296392,-1
238,None,56.58885682,-67.46153204,-77.34666348,3.270466947,-1
256,None,28.62300902,41.00929115,-155.4889456,5.883951820,-1
269,None,25.20531741,-125.3875332,-38.98208822,4.538549476,-1
294,None,54.1798167,-21.12720651,-50.60676129,6.097459329,-1
333,None,96.37514949,213.0800475,-613.5363606,4.784886899,-1
340,None,-24.80602777,185.3534746,-545.8419781,4.355305398,-1
346,None,76.4070202,7.959447114,-142.9888983,4.096360477,-1
353,None,-69.25132002,17.49622889,-201.3042433,10.378709530,-1
410,None,67.94312597,-57.5603859,-192.0483809,5.143368003,-1
445,None,73.76386971,56.33474997,-111.8408463,4.084912815,-1
476,None,-77.84509313,-185.9564699,-134.911108,3.805906302,-1
481,None,88.51247939,-68.10352403,-147.9907896,4.720379813,-1
485,None,116.3125797,12.94951993,-80.41107871,4.554576075,-1
505,None,-45.80479316,59.89230782,-200.9927893,8.766657397,-1
532,None,-88.49125714,4.69078919,-184.9336769,18.509782550,-1
539,None,-66.07883697,27.44178912,-61.40408623,6.862125594,-1
556,None,-86.83682341,44.88428152,-150.5213276,8.103288228,-1
558,None,100.7686809,54.38122979,-256.9953278,5.722280115,-1
560,None,-65.85355844,81.31080175,-179.9458889,4.091253670,-1
561,None,74.06988329,38.35306684,-64.55323564,4.620478005,-1
571,None,69.06378759,-5.20922866,-122.7216281,3.588905452,-1
582,None,91.171059,11.67926171,-221.9540872,4.509994543,-1
613,None,-6.607170093,22.55937329,-143.7929641,9.484890340,-1
613,None,116.8024039,-1.291850522,-197.5054168,4.666322736,-1
613,None,119.2088976,-11.4328236,-208.2932951,6.853377495,-1
613,None,111.5336493,-37.25625083,-238.8281758,5.772283337,-1
613,None,95.99601184,-23.33441995,-157.7220192,4.835148932,-1
623,None,-78.34099522,229.6995557,-700.4896349,4.015559137,-1
625,None,55.84381658,87.20226025,-175.8774794,4.034133192,-1
637,None,-47.21141318,95.09026184,-179.9203418,12.796441450,-1
649,None,-48.04666893,85.21928222,-143.2366224,4.745975018,-1
651,None,-32.95652305,-165.0205503,-80.42038104,4.225740939,-1
679,None,-90.27970946,74.93542164,-133.8851368,4.237778745,-1
682,None,-134.1902889,48.08074626,-239.5518182,4.163773675,-1
682,None,85.25214188,74.58500169,-205.0377632,3.821312750,-1
716,None,33.2035765,-121.3308637,-109.7314672,4.525236758,-1
724,None,97.32393157,-33.77077028,128.8311577,4.514863772,-1
744,None,-101.0307142,-45.9959128,-151.0599558,3.297324878,-1
750,None,113.911431,-36.97202364,-139.1067807,4.315291242,-1
750,None,-42.90649318,-3.298740043,-115.1038593,5.090964239,-1
760,None,71.57549333,73.92373635,-83.81039939,4.653858021,-1
789,None,78.89203459,-34.2208228,-87.03257748,4.703046282,-1
810,None,35.41588895,217.9560696,-761.0518948,4.928294708,-1
817,None,97.23149359,-114.9186955,-134.8731105,4.997750194,-1
821,None,-84.41936241,5.401025417,-181.75,3.530973761,-1
827,None,-75.74263828,37.46097648,-158.6875366,17.232079200,-1
869,None,-46.94966448,72.63645381,-95.64452131,27.442422930,-1
877,None,35.1062029,-25.06165086,-90.50125946,8.620604671,-1
877,None,56.35066709,52.95163062,-83.7822307,14.914744450,-1
877,None,-70.91353508,46.00620624,-78.16403224,5.973405668,-1
877,None,-75.55888225,15.94288167,-80.50207913,4.723904059,-1
883,None,52.99602068,85.06797975,-105.4608119,8.117918353,-1
